,Document,AnswerType,Label,Value
699,73,Gold,PER,Samyuktha Shivakumar
700,74,Gold,ORG,"S.R high School -  Chennai, Tamil Nadu
"
701,74,Gold,ORG,Pratibha Junior College
702,74,Gold,ORG,GMR Institute of Technology and Management
703,74,Gold,ORG,Infosys Limited 
704,74,Gold,LOC,Bengaluru
705,74,Gold,LOC,Bengaluru
706,74,Gold,PER,Santosh Ganta
707,75,Gold,ORG,Dr. R.M.L.S COLLEGE
708,75,Gold,ORG,R.D.S COLLEGE 
709,75,Gold,LOC,Muzaffarpur
710,75,Gold,ORG,"TATA Communications Ltd
"
711,75,Gold,PER,Sarfaraz Ahmad
712,76,Gold,ORG,Cisco
713,76,Gold,ORG,Cisco
714,76,Gold,ORG,Cisco
715,76,Gold,ORG,Cisco
716,76,Gold,ORG,Cisco
717,76,Gold,ORG,Cisco
718,76,Gold,ORG,Cisco
719,76,Gold,ORG,Dr MGR University Chennai
720,76,Gold,ORG,Cisco
721,76,Gold,ORG,Cisco
722,76,Gold,ORG,Cisco
723,76,Gold,ORG,Cisco
724,76,Gold,ORG,Aricent Group
725,76,Gold,ORG,Cisco
726,76,Gold,ORG,Cisco
727,76,Gold,ORG,Cisco
728,76,Gold,ORG,Cisco
729,76,Gold,ORG,Cisco
730,76,Gold,ORG,Cisco
731,76,Gold,ORG,Cisco
732,76,Gold,ORG,Cisco
733,76,Gold,ORG,Cisco
734,76,Gold,ORG,Cisco
735,76,Gold,ORG,Cisco
736,76,Gold,ORG,Cisco
737,76,Gold,ORG,Cisco
738,76,Gold,ORG, HCL 
739,76,Gold,PER,Senthil Kumar
740,77,Gold,ORG,"St. Joseph's convent school
"
741,77,Gold,ORG,"Padmanava College of Engineering
"
742,77,Gold,ORG,SAP Labs 
743,77,Gold,ORG,SAP Labs 
744,77,Gold,ORG,SAP Labs 
745,77,Gold,ORG,SAP AG
746,77,Gold,LOC,Bengaluru
747,77,Gold,PER,Shabnam Saba
748,78,Gold,ORG,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY
"
749,78,Gold,ORG,SAP ABAP
750,78,Gold,ORG,SAP ABAP
751,78,Gold,ORG,SAP ABAP
752,78,Gold,ORG,SAP ABAP
753,78,Gold,ORG,SAP ABAP
754,78,Gold,ORG,SAP ABAP
755,78,Gold,ORG,SAP ABAP
756,78,Gold,ORG,SAP ABAP
757,78,Gold,LOC,Hyderabad
758,78,Gold,LOC,Hyderabad
759,78,Gold,LOC,Hyderabad
760,78,Gold,ORG,SAP ABAP
761,78,Gold,LOC,Hyderabad
762,78,Gold,ORG,SAP ABAP
763,78,Gold,PER,Shaheen Unissa
764,79,Gold,ORG,Vignan Vidyalayam High School
765,79,Gold,ORG,Gowtham Jr. College -
766,79,Gold,ORG,M. V. G. R College of Engineering
767,79,Gold,PER,Sharan Adla
768,80,Gold,ORG,Amazon
769,80,Gold,ORG,Amazon
770,80,Gold,ORG,Amazon
771,80,Gold,ORG,Amazon
772,80,Gold,ORG,Amazon
773,80,Gold,ORG,Amazon
774,80,Gold,ORG,Amazon
775,80,Gold,ORG,Amazon
776,80,Gold,ORG,Greymeter.com
777,80,Gold,ORG,"Kalinga Institute of Industrial Technology
"
778,80,Gold,ORG,Amazon
779,80,Gold,ORG,Amazon
780,80,Gold,ORG,Amazon
781,80,Gold,ORG,Amazon
782,80,Gold,ORG,Amazon
783,80,Gold,ORG,Amazon
784,80,Gold,ORG,Amazon
785,80,Gold,ORG,Amazon
786,80,Gold,ORG,Amazon Development Centre
787,80,Gold,ORG,Amazon
788,80,Gold,ORG,Amazon
789,80,Gold,ORG,Amazon Development Centre
790,80,Gold,ORG,Amazon
791,80,Gold,PER,Shreyanshu Gupta
792,81,Gold,ORG,Oracle
793,81,Gold,ORG,Oracle
794,81,Gold,ORG,Oracle
795,81,Gold,ORG,Oracle
796,81,Gold,ORG,Oracle Fusion Middleware
797,81,Gold,ORG,Oracle
798,81,Gold,ORG,Oracle
799,81,Gold,ORG,Oracle
800,81,Gold,ORG,Oracle
801,81,Gold,ORG,Oracle
802,81,Gold,ORG,Oracle Fusion Middleware
803,81,Gold,ORG,Oracle
804,81,Gold,ORG,Oracle
805,81,Gold,ORG,Oracle
806,81,Gold,ORG,Oracle Fusion Middleware
807,81,Gold,ORG,Oracle
808,81,Gold,ORG,CHHATTISGARH SWAMI VIVEKANANDA TECHNICAL UNIVERSITY
809,81,Gold,ORG,Oracle Fusion Middleware
810,81,Gold,ORG,Oracle
811,81,Gold,ORG,Oracle
812,81,Gold,ORG,Oracle Fusion Middleware
813,81,Gold,ORG,Oracle
814,81,Gold,ORG,Oracle
815,81,Gold,ORG,Oracle
816,81,Gold,ORG,Oracle Fusion Middleware
817,81,Gold,ORG,Oracle
818,81,Gold,ORG,Oracle
819,81,Gold,ORG,Oracle Fusion Middleware
820,81,Gold,ORG,Oracle
821,81,Gold,LOC,Bilaspur
822,81,Gold,ORG,Oracle Fusion Middleware
823,81,Gold,ORG,Oracle
824,81,Gold,PER,Shrishti Chauhan
825,82,Gold,ORG,"
St. John's School
"
826,82,Gold,ORG,"National Institute Of Technology
"
827,82,Gold,LOC,Mysore
828,82,Gold,LOC,Mysore
829,82,Gold,ORG, Infosys Limited
830,82,Gold,PER,Shubham Mittal
831,83,Gold,ORG,Saranathan College of Engineering 
832,83,Gold,LOC,Chennai
833,83,Gold,ORG,Infosys Limited 
834,83,Gold,ORG,Infosys Limited 
835,83,Gold,LOC,Chennai
836,83,Gold,PER,Sivaganesh Selvakumar
837,84,Gold,ORG,Cisco 
838,84,Gold,ORG,Cisco 
839,84,Gold,ORG,Cisco 
840,84,Gold,ORG,Cisco 
841,84,Gold,ORG,Shivaji University
842,84,Gold,ORG,"Maharashtra Board
"
843,84,Gold,ORG,"Maharashtra Board
"
844,84,Gold,ORG,Cisco 
845,84,Gold,LOC,Mumbai
846,84,Gold,ORG,Cisco 
847,84,Gold,LOC,Mumbai
848,84,Gold,PER,"Snehal Jadhav
"
849,85,Gold,ORG,Microsoft
850,85,Gold,ORG,Microsoft
851,85,Gold,ORG,Frankfinn Institute of Airhostess Training 
852,85,Gold,ORG,Vivekananda Engineering College for Women
853,85,Gold,ORG,Microsoft
854,85,Gold,ORG,Microsoft
855,85,Gold,ORG,Microsoft
856,85,Gold,ORG,Microsoft
857,85,Gold,ORG,Microsoft
858,85,Gold,ORG,Microsoft
859,85,Gold,ORG,Microsoft
860,85,Gold,LOC,Sulthan Bathery
861,85,Gold,PER,Soumya Balan
862,86,Gold,ORG,Frankfinn Institute of Airhostess Training
863,86,Gold,ORG,Vivekananda Engineering College for Women
864,86,Gold,LOC,Thiruvananthapuram
865,86,Gold,ORG,"Microsoft Corporation
"
866,86,Gold,PER,Soumya Balan
867,86,Gold,PER,Soumya Balan
868,87,Gold,ORG,Avinashilingam Deemed University
869,87,Gold,ORG,S.B.K.V higher secondary school
870,87,Gold,ORG,"Avinashilingam Institute for Home Science & Higher Education for Women
"
871,87,Gold,ORG,Oracle India Pvt ltd
872,87,Gold,LOC,Hyderabad
873,87,Gold,PER,Sowmya Karanth
874,88,Gold,ORG,Oracle
875,88,Gold,ORG,Oracle
876,88,Gold,ORG,Oracle
877,88,Gold,ORG,Oracle
878,88,Gold,ORG,ODM Pubic school
879,88,Gold,ORG,College of engineering
880,88,Gold,ORG,Oracle
881,88,Gold,ORG,Oracle
882,88,Gold,LOC,Bishnupur
883,88,Gold,ORG,Oracle
884,88,Gold,PER,Srabani Das
885,89,Gold,ORG,Kakatiya University
886,89,Gold,ORG,Nagarjuna University
887,89,Gold,LOC,Mumbai
888,89,Gold,LOC,Mumbai
889,89,Gold,PER,Srinivas VO
890,90,Gold,ORG,Convent Girls' High School
891,90,Gold,ORG,D.G Ruparel College
892,90,Gold,ORG,Oracle Financial Services
893,90,Gold,ORG,Oracle Financial Services
894,90,Gold,LOC,Mumbai
895,90,Gold,LOC,Mumbai
896,90,Gold,LOC,Mumbai
897,90,Gold,PER,Srushti Bhadale
898,91,Gold,ORG,Visveswaraiah Technological University -
899,91,Gold,ORG,B V Bhoomaraddi College of Engg and Technology Hubli
900,91,Gold,ORG,Oracle India Private Limited
901,91,Gold,LOC,Bengaluru
902,91,Gold,LOC,Bengaluru
903,91,Gold,LOC,Bengaluru
904,91,Gold,ORG,Company 1
905,91,Gold,PER,Sudaya Puranik
906,92,Gold,LOC,Pune
907,92,Gold,LOC,Pune
908,92,Gold,LOC,Pune
909,92,Gold,LOC,Pune
910,92,Gold,ORG,"Maharashtra State Government, Pune University"
911,92,Gold,ORG,"Indian Institute Of Company Secretory Of India (Appeared)
"
912,92,Gold,LOC,Pune
913,92,Gold,LOC,Pune
914,92,Gold,LOC,Pune
915,92,Gold,PER,Sumit Kubade
916,93,Gold,ORG,"Nagarjuna University
"
917,93,Gold,ORG,CDAC
918,93,Gold,LOC,Bengaluru
919,93,Gold,ORG,Oracle India 
920,93,Gold,LOC,Bengaluru
921,93,Gold,PER,Syam Devendla
922,94,Gold,ORG,Jawaharlal Nehru Technological University
923,94,Gold,ORG,Pondicherry University
924,94,Gold,LOC,Bengaluru
925,94,Gold,ORG,Cisco SystemsIndPvtLtd
926,94,Gold,LOC,Bengaluru
927,94,Gold,ORG,Cisco SystemsIndPvtLtd
928,94,Gold,LOC,Bengaluru
929,94,Gold,PER,Tejasri Gunnam
930,95,Gold,ORG,College of Engineering
931,95,Gold,ORG,Oracle 
932,95,Gold,ORG,Oracle 
933,95,Gold,ORG,Oracle 
934,95,Gold,ORG,Oracle 
935,95,Gold,ORG,Oracle 
936,95,Gold,LOC,Gurgaon
937,95,Gold,ORG,MongoDB
938,95,Gold,LOC,Gurgaon
939,95,Gold,ORG,MongoDB
940,95,Gold,PER,Urshila Lohani
941,96,Gold,ORG,Shri gnanambika degree college
942,96,Gold,ORG,Microsoft
943,96,Gold,LOC,hyderbad
944,96,Gold,LOC,hyderbad
945,96,Gold,PER,Vamsi krishna
946,97,Gold,ORG,Indian Institutes of Technology IIT Kanpur
947,97,Gold,ORG,University of Chicago
948,97,Gold,ORG,Tavant
949,97,Gold,PER,VARUN AHLUWALIA
950,98,Gold,PER,Vijayalakshmi Govindarajan
951,98,Gold,ORG,SAP Basis
952,98,Gold,ORG,SAP Basis
953,98,Gold,ORG,SAP Basis
954,98,Gold,ORG,SAP Basis
955,98,Gold,ORG,SAP Basis
956,98,Gold,ORG,SAP Basis
957,98,Gold,ORG,TVS Lakshmi Matriculation Higher Secondary School
958,98,Gold,ORG,TVS Lakshmi Matriculation Higher Secondary School
959,98,Gold,ORG,Sri Sathya Sai Institute of Higher Learning 
960,98,Gold,ORG,Thiagarajar School of Management 
961,98,Gold,ORG,SAP Basis
962,98,Gold,LOC,"Chennai,"
963,98,Gold,ORG,SAP Basis
964,98,Gold,PER,Vijayalakshmi Govindarajan
965,99,Gold,ORG,GLA Institute of Technology and Management
966,99,Gold,ORG,Infosys Limited 
967,99,Gold,LOC,Chandigarh
968,99,Gold,LOC,Chandigarh
969,99,Gold,ORG,Infosys Limited 
970,99,Gold,LOC,Chandigarh
971,99,Gold,LOC,Chandigarh
972,99,Gold,ORG,Infosys Limited 
973,99,Gold,LOC,Chandigarh
974,99,Gold,LOC,Chandigarh
975,99,Gold,PER,Vikas Singh
976,100,Gold,ORG,"Day Adventist Matric Hr.Sec School
"
977,100,Gold,ORG,"ANNA University
"
978,100,Gold,ORG,Cisco Systems
979,100,Gold,ORG,"Automation & Testing
"
980,100,Gold,ORG,Cisco Systems
981,100,Gold,ORG,"Automation & Testing
"
982,100,Gold,ORG,Cisco Systems
983,100,Gold,ORG,"Automation & Testing
"
984,100,Gold,ORG,"Automation & Testing
"
985,100,Gold,ORG,Cisco Systems
986,100,Gold,ORG,"Automation & Testing
"
987,100,Gold,LOC,Chennai
988,100,Gold,ORG,"Automation & Testing
"
989,100,Gold,PER,Yasothai Jayaramachandran
990,101,Gold,LOC,Namakkal
991,101,Gold,ORG,Government Boys Higher Secondary School 
992,101,Gold,ORG,Nandha Engineering College
993,101,Gold,ORG,Infosys Limited
994,101,Gold,ORG,Infosys Limited
995,101,Gold,ORG,Infosys Limited
996,101,Gold,LOC,Namakkal
997,101,Gold,ORG,Infosys Limited
998,101,Gold,PER,Yathishwaran P
999,102,Gold,ORG,Hosanna National High School
1000,102,Gold,ORG,Vidya Bharati Institute Of Technology -  Hindupur
1001,102,Gold,ORG,"Infosys Limited
"
1002,102,Gold,LOC,Hyderabad
1003,102,Gold,ORG,"Infosys Limited
"
1004,102,Gold,PER,Yogi Pesaru
1005,103,Gold,ORG,"Microsoft SharePoint -
"
1006,103,Gold,ORG,"Microsoft SharePoint -
"
1007,103,Gold,ORG,"Microsoft SharePoint -
"
1008,103,Gold,ORG,"Microsoft SharePoint -
"
1009,103,Gold,ORG,"Microsoft SharePoint -
"
1010,103,Gold,LOC,Pune
1011,103,Gold,ORG,Infosys LTD
1012,103,Gold,ORG,Infosys LTD
1013,103,Gold,LOC,Pune
1014,103,Gold,ORG,Infosys LTD
1015,103,Gold,LOC,Pune
1016,103,Gold,ORG,Infosys LTD
1017,103,Gold,ORG,Infosys LTD
1018,103,Gold,ORG,"Microsoft SharePoint -
"
1019,103,Gold,ORG,Infosys LTD
1020,103,Gold,ORG,Infosys LTD
1021,103,Gold,LOC,Pune
1022,103,Gold,ORG,Infosys LTD
1023,103,Gold,LOC,Pune
1024,103,Gold,PER,Anurag Asthana
1025,104,Gold,ORG,KGISL
1026,104,Gold,ORG,"Apple , Google, Microsoft -"
1027,104,Gold,LOC,Coimbatore
1028,104,Gold,PER,Syed Sadath ali
1029,105,Gold,ORG,GNIT institute of Technology 
1030,105,Gold,ORG,Teleperformance for Microsoft
1031,105,Gold,LOC,Jaipur
1032,105,Gold,ORG,Teleperformance for Microsoft
1033,105,Gold,PER,Nida Khan
1034,106,Gold,ORG,Madurai Kamaraj University
1035,106,Gold,LOC,"Trichur,"
1036,106,Gold,LOC,"Trichur,"
1037,106,Gold,LOC,"Trichur,"
1038,106,Gold,PER,Fenil Francis
1039,107,Gold,ORG,GGSIPU
1040,107,Gold,LOC,New Delhi
1041,107,Gold,PER,Gaurav Soni
1042,108,Gold,PER,Viny Khandelwal
1043,108,Gold,ORG,Nitte Meenakshi Institute of Technology
1044,108,Gold,LOC,Kullu
1045,108,Gold,PER,Viny Khandelwal
1046,109,Gold,ORG,amity
1047,109,Gold,LOC,Faridabad
1048,109,Gold,ORG,Shuttl
1049,109,Gold,LOC,Faridabad
1050,109,Gold,PER,amarjyot sodhi
1051,110,Gold,ORG,"VSSUT,burla"
1052,110,Gold,ORG,Microsoft
1053,110,Gold,LOC,Orrisha
1054,110,Gold,PER,Sameer Kujur
1055,111,Gold,LOC,Hyderabad
1056,111,Gold,ORG,Osmania University
1057,111,Gold,ORG,Microsoft -
1058,111,Gold,ORG,DELL EMC
1059,111,Gold,LOC,Hyderabad
1060,111,Gold,PER,Zaheer Uddin
1061,112,Gold,ORG,"Wipro
Technologies.
"
1062,112,Gold,LOC,Karnataka
1063,112,Gold,LOC,Karnataka
1064,112,Gold,LOC,Karnataka
1065,112,Gold,PER,Abdul B
1066,113,Gold,ORG,Calicut University
1067,113,Gold,ORG,Microsoft
1068,113,Gold,ORG,Microsoft
1069,113,Gold,LOC,"Palghat,"
1070,113,Gold,PER,Bike Rally
1071,114,Gold,ORG,Microsoft
1072,114,Gold,ORG,Microsoft
1073,114,Gold,ORG,Microsoft
1074,114,Gold,ORG,Microsoft
1075,114,Gold,ORG,Microsoft
1076,114,Gold,ORG,Microsoft
1077,114,Gold,ORG,Microsoft
1078,114,Gold,ORG,Microsoft
1079,114,Gold,ORG,Microsoft
1080,114,Gold,ORG,Microsoft
1081,114,Gold,ORG,Microsoft
1082,114,Gold,ORG,Microsoft
1083,114,Gold,ORG,Microsoft
1084,114,Gold,ORG,Microsoft
1085,114,Gold,ORG,Microsoft
1086,114,Gold,ORG,Microsoft
1087,114,Gold,ORG,C-DAC
1088,114,Gold,ORG,Microsoft
1089,114,Gold,ORG,Microsoft
1090,114,Gold,ORG,Microsoft
1091,114,Gold,ORG,Microsoft
1092,114,Gold,ORG,Microsoft
1093,114,Gold,LOC,Pune
1094,114,Gold,ORG,Accenture Services
1095,114,Gold,ORG,Microsoft
1096,114,Gold,ORG,Microsoft
1097,114,Gold,ORG,Microsoft
1098,114,Gold,ORG,Microsoft
1099,114,Gold,ORG,Microsoft
1100,114,Gold,ORG,Microsoft
1101,114,Gold,ORG,Microsoft
1102,114,Gold,ORG,Microsoft
1103,114,Gold,LOC,Pune
1104,114,Gold,PER,Girish Acharya
1105,115,Gold,ORG,"NMKRV College, Bangalore University"
1106,115,Gold,LOC,Bangalore
1107,115,Gold,LOC,Bangalore
1108,115,Gold,LOC,Bangalore
1109,115,Gold,LOC,Bangalore
1110,115,Gold,LOC,Bangalore
1111,115,Gold,ORG,Microsoft GPS
1112,115,Gold,LOC,Bangalore
1113,115,Gold,ORG,Microsoft GPS
1114,115,Gold,PER,Asha Subbaiah
1115,116,Gold,ORG,JAIN COLLEGE
1116,116,Gold,ORG,Microsoft
1117,116,Gold,ORG,Microsoft
1118,116,Gold,ORG,Microsoft
1119,116,Gold,LOC,Bengaluru
1120,116,Gold,PER,Divesh Singh
1121,117,Gold,ORG,"Trinity engineering college
"
1122,117,Gold,ORG,"Microsoft,Infosis, Google"
1123,117,Gold,ORG,"Microsoft,Infosis, Google"
1124,117,Gold,LOC,Telangana
1125,117,Gold,PER,Ramesh chokkala
1126,118,Gold,ORG,Anna University
1127,118,Gold,ORG,Product School
1128,118,Gold,ORG,Microsoft
1129,118,Gold,LOC,Chennai
1130,118,Gold,PER,Ganesh AlalaSundaram
1131,119,Gold,ORG,Microsoft
1132,119,Gold,ORG,Microsoft
1133,119,Gold,LOC,Serilingampalle
1134,119,Gold,PER,Srinu Naik Ramavath
1135,120,Gold,ORG,"Shri Vaishnav Institute of Technology and Science, RGPV University "
1136,120,Gold,ORG,IIT Roorkee 
1137,120,Gold,ORG,Microsoft
1138,120,Gold,ORG,Microsoft
1139,120,Gold,LOC,Pune
1140,120,Gold,ORG,Microsoft
1141,120,Gold,LOC,Pune
1142,120,Gold,ORG,Microsoft
1143,120,Gold,PER,Puneet Bhandari
1144,120,Gold,LOC,Pune
1145,121,Gold,ORG,"SITEL -
"
1146,121,Gold,ORG,Microsoft India -
1147,121,Gold,ORG,Microsoft India -
1148,121,Gold,PER,Aarti Pimplay
1149,122,Gold,ORG,Christ University Faculty of Engineering 
1150,122,Gold,ORG,Microsoft 
1151,122,Gold,LOC,Bengaluru
1152,122,Gold,PER,Bangalore Tavarekere
1153,123,Gold,ORG,br day public school
1154,123,Gold,PER,Avani Priya
1155,124,Gold,ORG,East Point College of Engg. & Tech.
1156,124,Gold,LOC,"Hyderabad,"
1157,124,Gold,LOC,"Hyderabad,"
1158,124,Gold,ORG,"
TCS"
1159,124,Gold,LOC,"Hyderabad,"
1160,124,Gold,PER,Sanand Pal
1161,125,Gold,ORG,Surendranath college Barrackpore
1162,125,Gold,ORG,Nokia & Microsoft mobile 
1163,125,Gold,LOC,Kolkata
1164,125,Gold,PER,Partho Sarathi Mitra
1165,126,Gold,ORG,SR ENGINEERING COLLEGE (SREC)
1166,126,Gold,ORG,"Neudesic (Vendor @ Microsoft)
"
1167,126,Gold,LOC,Hyderabad
1168,126,Gold,PER,Pranay Sathu
1169,127,Gold,LOC,Kolkata
1170,127,Gold,ORG,Gtti -
1171,127,Gold,ORG,Infosys and microsoft
1172,127,Gold,ORG,Infosys and microsoft
1173,127,Gold,LOC,Kolkata
1174,127,Gold,PER,Tanmoy Maity
1175,128,Gold,LOC,Jaipur
1176,128,Gold,ORG,Jaipur Engineering College and Research Center
1177,128,Gold,LOC,Jaipur
1178,128,Gold,ORG,"Nokia and Microsoft -
"
1179,128,Gold,LOC,Jaipur
1180,128,Gold,LOC,Jaipur
1181,128,Gold,ORG,"Teleperformance
"
1182,128,Gold,PER,Aanirudh Razdan
1183,129,Gold,ORG,Microsoft 
1184,129,Gold,ORG,chandigarh university 
1185,129,Gold,ORG,Microsoft 
1186,129,Gold,LOC,chnadigarh
1187,129,Gold,PER,Shiksha Bhatnagar
1188,130,Gold,LOC,Kharadi
1189,130,Gold,PER,Chhaya Prabhale
1190,131,Gold,ORG,Microsoft
1191,131,Gold,ORG,Microsoft
1192,131,Gold,ORG,Narsee Monji 
1193,131,Gold,ORG,Microsoft
1194,131,Gold,LOC,"Secunderabad,"
1195,131,Gold,PER,Karthik G V
1196,132,Gold,ORG,Osmania University 
1197,132,Gold,ORG,Osmania University 
1198,132,Gold,ORG,Microsoft India
1199,132,Gold,LOC,Hyderabad
1200,132,Gold,ORG,Microsoft India
1201,132,Gold,PER,Mohammed Murtuza
1202,133,Gold,ORG,"Microsoft Virtual Academy
"
1203,133,Gold,ORG,Microsoft 
1204,133,Gold,ORG,Microsoft 
1205,133,Gold,LOC,Bengaluru
1206,133,Gold,PER,Saurabh Saurabh
1207,134,Gold,ORG,Bhagabati Nodal High School
1208,134,Gold,ORG,Microsoft & Xiaomi
1209,134,Gold,LOC,Bhubaneswar
1210,134,Gold,PER,Prabhu Prasad Mohapatra
1211,135,Gold,LOC,Cuddapah
1212,135,Gold,ORG,ards collage kadapa
1213,135,Gold,LOC,Cuddapah
1214,135,Gold,LOC,Cuddapah
1215,135,Gold,LOC,Cuddapah
1216,135,Gold,PER,Raja Chandra Mouli
1217,136,Gold,LOC,Patna
1218,136,Gold,ORG,Magadh univercity 
1219,136,Gold,LOC,Patna
1220,136,Gold,ORG,Magadh univercity 
1221,136,Gold,LOC,Patna
1222,136,Gold,ORG,Microsoft
1223,136,Gold,LOC,Patna
1224,136,Gold,PER,Krishna Prasad
1225,137,Gold,ORG,Saurashtra University
1226,137,Gold,ORG,Microsoft
1227,137,Gold,ORG,Microsoft
1228,137,Gold,ORG,Microsoft
1229,137,Gold,ORG,Microsoft
1230,137,Gold,ORG,Microsoft
1231,137,Gold,ORG,Microsoft
1232,137,Gold,ORG,Microsoft
1233,137,Gold,ORG,Microsoft
1234,137,Gold,ORG,Microsoft
1235,137,Gold,ORG,Microsoft
1236,137,Gold,ORG,Microsoft
1237,137,Gold,ORG,Microsoft
1238,137,Gold,ORG,Microsoft
1239,137,Gold,ORG,Microsoft
1240,137,Gold,ORG,Microsoft
1241,137,Gold,LOC,Hyderabad
1242,137,Gold,PER,Dushyant Bhatt
1243,138,Gold,ORG,Frankfinn Institute of Airhostess Training -
1244,138,Gold,ORG,Vivekananda Engineering College for Women 
1245,138,Gold,LOC,Sulthan Bathery
1246,138,Gold,PER,Soumya Balan
1247,139,Gold,LOC,Noida
1248,139,Gold,ORG,sunder deep group of institution 
1249,139,Gold,LOC,Noida
1250,139,Gold,LOC,Noida
1251,139,Gold,LOC,Noida
1252,139,Gold,PER,pradeep chauhan
1253,139,Gold,PER,pradeep chauhan
1254,140,Gold,PER,Akansha Jain
1255,140,Gold,ORG,Microsoft
1256,140,Gold,ORG,"
GRAPHIC ERA UNIVERSITY"
1257,140,Gold,ORG,Microsoft
1258,140,Gold,LOC,"Pune,"
1259,140,Gold,ORG,Microsoft
1260,140,Gold,LOC,"Pune,"
1261,140,Gold,PER,Akansha Jain
1262,141,Gold,ORG,"IIT Delhi
"
1263,141,Gold,ORG,Microsoft 
1264,141,Gold,LOC,Anuppur
1265,141,Gold,PER,Rishabh soni
1266,142,Gold,ORG,Osmania University
1267,142,Gold,ORG,"
Microsoft "
1268,142,Gold,LOC,Secunderabad
1269,142,Gold,PER,Paul Rajiv
1270,143,Gold,ORG,DAVV
1271,143,Gold,ORG,Microsoft
1272,143,Gold,LOC,Balaghat
1273,143,Gold,PER,Karan Turkar
1274,144,Gold,LOC,Pune
1275,144,Gold,ORG,"Sinhgad Institute
"
1276,144,Gold,ORG,MICROSOFT
1277,144,Gold,ORG,MICROSOFT
1278,144,Gold,LOC,Pune
1279,144,Gold,LOC,Pune
1280,144,Gold,PER,Akshay Dubey
1281,145,Gold,ORG,"Periyar University
"
1282,145,Gold,ORG,MICROSOFT 
1283,145,Gold,LOC,Kolkata
1284,145,Gold,PER,Sayani Goswami
1285,146,Gold,ORG,Microsoft 
1286,146,Gold,ORG,Microsoft 
1287,146,Gold,ORG,SRM University
1288,146,Gold,ORG,Microsoft 
1289,146,Gold,LOC,"Bengaluru,"
1290,146,Gold,PER,Sweety Garg
1291,147,Gold,ORG,"affiliated -  Kota, Rajasthan"
1292,147,Gold,LOC,Bengaluru
1293,147,Gold,LOC,Bengaluru
1294,147,Gold,PER,Ramkrishan Bhatt
1295,148,Gold,ORG,Microsoft
1296,148,Gold,LOC,Gokul
1297,148,Gold,ORG,Periyar University 
1298,148,Gold,ORG,Microsoft
1299,148,Gold,LOC,Gokul
1300,148,Gold,LOC,Gokul
1301,148,Gold,LOC,Gokul
1302,148,Gold,PER,B. Gokul
1303,149,Gold,ORG,Vijaya main
1304,149,Gold,ORG,Microsoft
1305,149,Gold,LOC,Bangalore
1306,149,Gold,PER,Anand S
1307,150,Gold,LOC,Patna
1308,150,Gold,ORG,Magadh university
1309,150,Gold,ORG,Microsoft
1310,150,Gold,LOC,Patna
1311,150,Gold,LOC,Patna
1312,150,Gold,PER,Krishna Prasad
1313,151,Gold,ORG,Microsoft
1314,151,Gold,ORG,Microsoft
1315,151,Gold,ORG,Microsoft
1316,151,Gold,ORG,"Gandhi Institute of Science And Technology (GITAM) University
"
1317,151,Gold,ORG,Microsoft
1318,151,Gold,ORG,Microsoft
1319,151,Gold,ORG,Microsoft
1320,151,Gold,LOC,Hyderabad
1321,151,Gold,PER,Saurabh Sandhikar
1322,152,Gold,ORG,Microsoft
1323,152,Gold,ORG,Microsoft
1324,152,Gold,ORG,Microsoft
1325,152,Gold,ORG,Microsoft
1326,152,Gold,LOC,Hyderabad
1327,152,Gold,ORG,Microsoft
1328,152,Gold,LOC,Hyderabad
1329,152,Gold,ORG,Cognizant
1330,152,Gold,LOC,Hyderabad
1331,152,Gold,LOC,Hyderabad
1332,152,Gold,PER,Priyesh Dubey
1333,153,Gold,ORG,Kerala University
1334,153,Gold,LOC,Chennai
1335,153,Gold,ORG,Velammal New
1336,153,Gold,LOC,Chennai
1337,153,Gold,ORG,Velammal New
1338,153,Gold,PER,Laya A
1339,154,Gold,ORG,V V Pura College of Science
1340,154,Gold,LOC,"Bengaluru,"
1341,154,Gold,ORG,"LabourNet Services India
Pvt Ltd"
1342,154,Gold,PER,Vishwanath P
1343,155,Gold,ORG,"Gujarat University
"
1344,155,Gold,ORG,KSV University
1345,155,Gold,ORG,True Vision Technology
1346,155,Gold,ORG,True Vision Technology
1347,155,Gold,PER,Hemil Bhavsar
1348,156,Gold,ORG,Administrative Management College Bangalore University
1349,156,Gold,ORG,"Partner Sites Infosys, Concentrix, Merchants and Convergys

Collabera Technologies- Client- Cisco Systems, Inc "
1350,156,Gold,LOC,Bengaluru
1351,156,Gold,PER,Siddhartha Chetri
1352,157,Gold,ORG,Maharashtra Institute of Technology
1353,157,Gold,ORG,Allscripts
1354,157,Gold,LOC,Pune
1355,157,Gold,LOC,Pune
1356,157,Gold,PER,Pratik Vaidya
1357,158,Gold,ORG,Tech Mahindra Ltd
1358,158,Gold,ORG,Tech Mahindra Ltd
1359,158,Gold,ORG,Tech Mahindra Ltd
1360,158,Gold,ORG,Tech Mahindra Ltd
1361,158,Gold,ORG,Andhra University
1362,158,Gold,ORG,Nagarjuna University
1363,158,Gold,ORG,Periyar University
1364,158,Gold,ORG,Tech Mahindra Ltd
1365,158,Gold,ORG,Tech Mahindra Ltd
1366,158,Gold,LOC,Bengaluru
1367,158,Gold,ORG,Tech Mahindra Ltd
